"CD8.c06.Tem.GZMK"	"CD8.c07.Temra.CX3CR1"	"CD8.c02.Tm.IL7R"	"CD8.c16.MAIT.SLC4A10"	"CD8.c01.Tn.MAL"	"CD8.c05.Tem.CXCR5"	"CD8.c09.Tk.KIR2DL4"	"CD8.c03.Tm.RPS12"	"CD8.c04.Tm.CD52"	"CD8.c10.Trm.ZNF683"	"CD8.c17.Tm.NME1"	"CD8.c15.ISG.IFIT1"	"CD8.c08.Tk.TYROBP"	"CD8.c11.Tex.PDCD1"	"CD8.c14.Tex.TCF7"	"CD8.c12.Tex.CXCL13"
"SLC23A2"	2.76970312386425e-05	1.27667727818829e-05	1.8426767461449e-05	2.16036651745396e-05	8.44855945625846e-06	2.85323644846582e-05	1.99972108585165e-05	1.22950543840518e-05	3.0386376038744e-05	1.23186247663476e-05	1e-08	3.07563730789468e-05	3.57261689245305e-05	2.42399054300479e-05	3.81157088140858e-05	2.36046649990856e-05
"TMEM230"	0.000121140761669061	0.000146712886991654	0.000140873383556488	0.000145276474810539	0.000112524126083446	0.00012255052889705	0.000129926870580357	0.000181214552164765	0.000182268256232464	0.000161641677852827	0.000110596210252724	0.00011616296496491	0.000142874675698122	7.26997162901438e-05	0.000114327126442257	0.000135679323744742
"PCNA"	6.69203254933859e-05	5.36947521237574e-05	6.57130622948992e-05	7.06801769348569e-05	3.93899441292061e-05	8.1879749909667e-05	3.49876190024038e-05	6.14352719202593e-05	5.36153694801365e-05	5.63705449827494e-05	3.68720700842412e-05	7.17515371842093e-05	6.25132956179284e-05	3.63548581450719e-05	9.52742720352144e-05	5.8996662497714e-05
"CDS2"	0.000106143619748129	6.85776537026208e-05	7.96500755089687e-05	6.28279350532061e-05	7.87698882584123e-05	8.66334773237767e-05	3.49876190024038e-05	8.6005380688363e-05	7.14838259735154e-05	7.83965050909503e-05	0.000110596210252724	8.54165918859634e-05	8.93004223113262e-05	9.08721453626797e-05	0.000104800699238736	6.48953287474854e-05
"PROKR2"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GPCPD1"	0.000133830650986772	6.91091859018659e-05	0.000111506105712556	9.03107816389838e-05	0.000202535426950203	0.000158995772405224	0.000309811768307005	8.6005380688363e-05	8.22048998695427e-05	8.97333963231126e-05	9.2165175210603e-05	9.90816465877176e-05	0.000116087549004724	8.48146690051677e-05	0.000257223534495079	8.84899937465709e-05
"C20orf196"	1.73143945241515e-05	2.02082235713147e-05	1.34492627421385e-05	5.89918141123807e-06	1.68871189125169e-05	1.74403338517356e-05	1.99972108585165e-05	9.22379078803889e-06	1.96653021427167e-05	1.23186247663476e-05	1.84410350421206e-05	1.36750547017541e-05	8.93904223113262e-06	2.42399054300479e-05	9.53642720352144e-06	2.9503331248857e-05
"CHGB"	1.1636263016101e-06	1e-08	1.00550094386211e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TRMT6"	1.73143945241515e-05	2.28658845675403e-05	3.53502835071049e-05	2.74928465857777e-05	5.486063646568e-05	3.11733241591636e-05	2.99908162877747e-05	3.07226359601296e-05	1.96653021427167e-05	3.62880519429192e-05	5.53031051263618e-05	2.73401094035083e-05	1.78680844622652e-05	5.45272872176078e-05	5.71685632211287e-05	5.30979962479426e-05
"MCM8"	1.26998893177111e-05	8.51451518792196e-06	5.4852551912416e-06	7.86224188165076e-06	2.82285315208615e-06	2.65095967450539e-06	1e-08	6.15252719202592e-06	7.15738259735154e-06	7.13604591735912e-06	1e-08	1.02587910263156e-05	1e-08	1.2124952715024e-05	9.53642720352144e-06	1.77059987493142e-05
"CRLS1"	3.3465162746693e-05	2.76496743607464e-05	3.08705292597254e-05	3.14189675266031e-05	5.06413567375507e-05	3.64552435081743e-05	2.49940135731456e-05	1.84375815760778e-05	3.0386376038744e-05	3.33728513403632e-05	2.76565525631809e-05	2.73401094035083e-05	3.57261689245305e-05	3.63548581450719e-05	3.81157088140858e-05	2.36046649990856e-05
"BMP2"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.00036054292582e-05	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TMX4"	0.000246886028544562	0.0001743525613524	0.00028820752324808	0.000251281740212824	0.000171594042277255	0.000265690543255242	0.00016990129229739	0.000328635204773387	0.000276971075647372	0.000300923484419392	0.00030412207819499	0.000222067138903505	0.000267881266933979	0.000296826341518087	0.000142906408052822	0.00021236198499177
"PLCB1"	3.69260416515233e-05	2.180282016905e-05	3.83367863386912e-05	5.49756931715553e-05	1.12614126083446e-05	2.58914048101528e-05	1.00036054292582e-05	4.60789539401944e-05	5.18285238307986e-05	4.21184531480312e-05	1.84410350421206e-05	2.05075820526312e-05	1.78680844622652e-05	1.2124952715024e-05	1e-08	7.66926612470281e-05
"ANKEF1"	4.62450520644041e-06	4.26225759396098e-06	8.47175802282792e-06	1.17883628224761e-05	2.82285315208615e-06	4.23553547920862e-06	1e-08	6.15252719202592e-06	8.94422824668942e-06	5.84040120511201e-06	1e-08	1.02587910263156e-05	1.78680844622652e-05	6.06747635751198e-06	1e-08	1e-08
"SNAP25"	1e-08	1e-08	5.07750471931054e-07	1.97306047041269e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"MKKS"	1.73143945241515e-05	1.7550562575089e-05	2.7386275956208e-05	1.96406047041269e-05	3.37642378250338e-05	2.48350209403506e-05	1.50004081438873e-05	1.22950543840518e-05	5.54022151294744e-05	3.43445848745485e-05	3.68720700842412e-05	3.07563730789468e-05	3.57261689245305e-05	1.2124952715024e-05	5.71685632211287e-05	5.30979962479426e-05
"SLX4IP"	3.47087890483031e-06	1.07306439849025e-06	3.49425330351738e-06	5.89918141123807e-06	7.04213288021538e-06	6.34830321881293e-06	1e-08	9.22379078803889e-06	1.25179195453652e-05	3.57302295867956e-06	1e-08	6.84252735087707e-06	1e-08	1e-08	9.53642720352144e-06	1.18073324995428e-05
"JAG1"	1e-08	6.91991859018659e-06	1e-08	1e-08	1e-08	1e-08	3.49876190024038e-05	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	2.85892816105643e-05	1e-08
"BTBD3"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SPTLC3"	1.1636263016101e-06	5.41532199245123e-07	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	6.15252719202592e-06	1.79684564933788e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"ISM1"	1e-08	1e-08	5.07750471931054e-07	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TASP1"	3.57724153499132e-05	2.12712879698049e-05	2.7386275956208e-05	2.74928465857777e-05	3.51706644010769e-05	2.43068290054496e-05	3.49876190024038e-05	3.99364267481685e-05	3.75337586360956e-05	2.81902724913747e-05	1.84410350421206e-05	2.39238457280698e-05	3.57261689245305e-05	2.42399054300479e-05	1.90628544070429e-05	2.9503331248857e-05
"ESF1"	3.46187890483031e-05	3.40280607516878e-05	4.13232891702775e-05	5.89018141123807e-05	5.20477833135938e-05	4.38499305967894e-05	5.49748298609202e-05	7.37203263043111e-05	8.22048998695427e-05	5.15118773118227e-05	1e-08	1.70913183771927e-05	5.35842533867957e-05	4.24123345025839e-05	4.76421360176072e-05	4.13006637483998e-05
"NDUFAF5"	6.93175780966062e-06	1.43613693796183e-05	1.8426767461449e-05	2.74928465857777e-05	1.26678391843877e-05	1.63839499819334e-05	1.99972108585165e-05	6.15252719202592e-06	1.6091610844041e-05	1.49099141908418e-05	1.84410350421206e-05	6.84252735087707e-06	1e-08	3.02973817875599e-05	3.81157088140858e-05	5.9086662497714e-06
"MACROD2"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"KIF16B"	5.77813150805051e-06	2.13612879698049e-06	1.09605103824832e-05	1.17883628224761e-05	8.44855945625846e-06	7.40468708861508e-06	5.00680271462911e-06	1.22950543840518e-05	1.43047651947031e-05	7.78386827348268e-06	1e-08	3.42626367543854e-06	8.93904223113262e-06	1e-08	1.90628544070429e-05	1e-08
"AL049794.1"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.08126359601296e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SNRPB2"	0.000137291529891602	0.000153091273382595	0.000174222665175869	0.000157054837633015	0.000161749056244954	0.000144734590162895	0.000149914081438873	0.000125931807436531	0.000167973491037761	0.000191765417412573	0.000156673797858025	0.000150325601719296	0.000142874675698122	0.000133274479865264	0.000123853553645779	0.000147476656244285
"BFSP1"	2.3172526032202e-06	1.48929015788634e-05	1e-08	1e-08	1e-08	1e-08	1.00036054292582e-05	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"DSTN"	0.000131523398383552	0.000446497047365903	0.000138384631196833	0.000121719749165587	0.000123775538691791	9.45563563472929e-05	0.000194885305870535	0.000119789280244506	0.000137597114999017	0.000172330746728866	0.000175104832900146	0.000129828019666664	9.82294645424588e-05	0.000115102050792728	5.71685632211287e-05	0.000112084658745657
"RRBP1"	5.99985676837253e-05	7.8145233289033e-05	3.88345368106222e-05	7.06801769348569e-05	2.81385315208615e-05	5.33573854250088e-05	9.49492515779531e-05	3.37938995561426e-05	4.82548325321229e-05	4.37380090383401e-05	1.84410350421206e-05	5.80864824824551e-05	6.25132956179284e-05	3.63548581450719e-05	2.85892816105643e-05	0.000100287326246114
"SNX5"	8.19174674143173e-05	9.67488602626123e-05	5.12782986088986e-05	7.46062978756822e-05	6.61120490740246e-05	6.65621837975357e-05	9.49492515779531e-05	7.9862853496337e-05	0.000100073356362922	6.18770350097996e-05	3.68720700842412e-05	6.49190098333322e-05	9.82294645424588e-05	6.05847635751198e-05	7.62214176281715e-05	8.84899937465709e-05
"MGME1"	1.38535156193212e-05	1.54244337781086e-05	5.98300566317265e-06	9.82530235206345e-06	8.44855945625846e-06	1.42711822423291e-05	1.50004081438873e-05	3.08126359601296e-06	1.6091610844041e-05	5.51649002705023e-06	1.84410350421206e-05	2.05075820526312e-05	8.93904223113262e-06	1.2124952715024e-05	9.53642720352144e-06	5.9086662497714e-06
"PET117"	2.3172526032202e-06	9.04604738716708e-06	1.04627599105521e-05	9.82530235206345e-06	7.04213288021538e-06	6.87649515371401e-06	3.49876190024038e-05	1.53663179800648e-05	3.0386376038744e-05	1.13468912321622e-05	1e-08	3.42626367543854e-06	2.67971266933979e-05	1.81824290725359e-05	9.53642720352144e-06	1e-08
"CSRP2BP"	1.1636263016101e-06	3.19919319547073e-06	1.00550094386211e-06	1.97306047041269e-06	2.82285315208615e-06	2.12276773960431e-06	1e-08	6.15252719202592e-06	1.79684564933788e-06	3.57302295867956e-06	1e-08	3.42626367543854e-06	8.93904223113262e-06	1e-08	1e-08	1e-08
"ZNF133"	3.47087890483031e-06	3.73072539471586e-06	1.00550094386211e-06	1e-08	1e-08	1.59457580470323e-06	1e-08	1.22950543840518e-05	8.94422824668942e-06	1.62955589030889e-06	9.22551752106029e-06	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"DZANK1"	3.47087890483031e-06	1.60459659773537e-06	3.49425330351738e-06	1.97306047041269e-06	2.82285315208615e-06	2.65095967450539e-06	5.00680271462911e-06	9.22379078803889e-06	3.58369129867577e-06	1.95346706837067e-06	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	5.9086662497714e-06
"POLR3F"	1.03926367144909e-05	1.54244337781086e-05	1.7929016989518e-05	1.76775442337142e-05	1.12614126083446e-05	1.63839499819334e-05	5.00680271462911e-06	1.84375815760778e-05	8.94422824668942e-06	1.78251147933978e-05	9.22551752106029e-06	2.05075820526312e-05	8.93904223113262e-06	3.02973817875599e-05	1.90628544070429e-05	1.18073324995428e-05
"RBBP9"	2.65434049370324e-05	1.64874981765988e-05	1.99200188772422e-05	3.73081489378411e-05	1.96999720646031e-05	2.21940612658453e-05	2.99908162877747e-05	1.53663179800648e-05	8.94422824668942e-06	2.36555159985098e-05	1.84410350421206e-05	1.02587910263156e-05	8.93904223113262e-06	1.2124952715024e-05	1.90628544070429e-05	2.36046649990856e-05
"SEC23B"	6.92275780966062e-05	5.58208809207379e-05	7.61658222054513e-05	0.000106015265402285	8.72084477146707e-05	6.92031434720411e-05	8.9952448863324e-05	4.60789539401944e-05	4.11074499347713e-05	8.64942845424948e-05	0.000129027245294844	5.46702188070166e-05	8.93004223113262e-05	0.00012115952715024	8.5747844831693e-05	0.000112084658745657
"LINC00493"	0.00010845087235135	0.000126514663420339	0.000130420623645936	9.03107816389838e-05	0.000132214098148049	0.000134170751464874	9.99460542925822e-05	0.000107504225860454	0.000159039262791072	0.000118885402348673	0.000156673797858025	0.000105914173938595	8.93004223113262e-05	0.000127217003507752	0.000142906408052822	5.8996662497714e-05
"DTD1"	5.07695572708445e-05	6.00731385146988e-05	4.92872967211744e-05	4.90865117603173e-05	4.78285035854646e-05	5.17728096203056e-05	7.49620407194367e-05	5.52927447282333e-05	5.54022151294744e-05	4.01749860796605e-05	1.84410350421206e-05	3.75889004298239e-05	8.03713800801936e-05	4.84698108600958e-05	2.85892816105643e-05	7.07939949972567e-05
"SLC24A3"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"RIN2"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.08126359601296e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"NAA20"	5.76913150805051e-05	5.6352413119983e-05	5.77490547440023e-05	6.87171164644442e-05	7.59570351063261e-05	3.90962031826797e-05	3.99844217170329e-05	4.30076903441815e-05	4.28942955841092e-05	7.61291268445179e-05	4.60875876053015e-05	3.75889004298239e-05	5.35842533867957e-05	3.63548581450719e-05	4.76421360176072e-05	5.30979962479426e-05
"CRNKL1"	8.53783463191476e-05	5.26316877252671e-05	7.71613231493134e-05	6.47909955236188e-05	6.18927693458954e-05	8.34643257143702e-05	6.49684352901785e-05	4.91502175362074e-05	5.00416781814608e-05	7.28900150639001e-05	4.60875876053015e-05	7.17515371842093e-05	4.46552111556631e-05	8.48146690051677e-05	6.66949904246501e-05	8.25913274967995e-05
"CFAP61"	1e-08	5.41532199245123e-07	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"RALGAPA2"	2.07752734289818e-05	1.01091117856573e-05	2.14132702930353e-05	1.76775442337142e-05	1.829354548856e-05	1.84967177215377e-05	1.99972108585165e-05	1.84375815760778e-05	1.6091610844041e-05	1.32903583005329e-05	1e-08	3.41726367543854e-05	2.67971266933979e-05	3.63548581450719e-05	1e-08	5.9086662497714e-06
"KIZ"	4.38477994611839e-05	3.72172539471586e-05	3.78390358667601e-05	3.92712094082538e-05	3.657709097712e-05	5.07164257505034e-05	4.4981224431662e-05	5.22214811322204e-05	5.36153694801365e-05	3.14293842719925e-05	1.84410350421206e-05	2.73401094035083e-05	2.67971266933979e-05	3.02973817875599e-05	1.90628544070429e-05	4.71993299981712e-05
"XRN2"	0.000146520540304483	0.00012864079221732	0.00012743412081435	0.000202205228452507	0.000143465510756394	0.000113571266003732	0.00010993965972184	0.000110575489456467	0.000144744497596369	0.000122772336485414	0.000101380692731663	0.000153741865394734	0.000160732760160387	0.000145389432580288	0.000190538544070429	0.000147476656244285
"THBD"	1e-08	1.07306439849025e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	6.57822356123556e-07	1e-08	1e-08	8.93904223113262e-06	1e-08	1e-08	1e-08
"CD93"	1e-08	1.07306439849025e-06	5.07750471931054e-07	1e-08	1e-08	5.38191934901077e-07	5.00680271462911e-06	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	6.06747635751198e-06	1e-08	1e-08
"NXT1"	0.000144213287701263	0.000183920140938812	0.000199607939244353	0.000223798893627047	0.000188471161189772	0.000133642559529973	0.000229862924872939	0.000129003071032544	8.39917455188806e-05	0.000175245947331422	0.000147458280336965	0.000157158129070173	0.000151803717929255	9.08721453626797e-05	0.000123853553645779	0.000165172654993599
"GZF1"	3.57724153499132e-05	3.66857217479135e-05	4.67985443615191e-05	3.14189675266031e-05	3.657709097712e-05	2.90605564195593e-05	7.99588434340658e-05	2.15088451720907e-05	1.96653021427167e-05	4.95684102434521e-05	2.76565525631809e-05	6.83352735087707e-05	1.78680844622652e-05	3.02973817875599e-05	1.90628544070429e-05	2.9503331248857e-05
"NAPB"	1.1546263016101e-05	1.06406439849025e-05	6.97850660703476e-06	9.82530235206345e-06	4.22927972812923e-06	7.40468708861508e-06	1.00036054292582e-05	6.15252719202592e-06	1.6091610844041e-05	7.4599570954209e-06	1e-08	1e-08	8.93904223113262e-06	1e-08	1e-08	1.18073324995428e-05
"CST3"	2.88506575402526e-05	7.49560400935623e-05	2.88795273720012e-05	1.37514232928888e-05	1.68871189125169e-05	2.69477886799549e-05	4.4981224431662e-05	3.68651631521556e-05	3.57469129867577e-05	1.65294700811507e-05	1.84410350421206e-05	1.70913183771927e-05	4.46552111556631e-05	2.42399054300479e-05	4.76421360176072e-05	5.9086662497714e-06
"CST4"	1e-08	1e-08	5.07750471931054e-07	1e-08	1.41642657604308e-06	1.06638386980215e-06	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SYNDIG1"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CST7"	0.00187349911381481	0.00257368890874488	0.00125434118926626	0.00117195710083638	0.00067650118307672	0.0025020551956264	0.00247842414645604	0.0012315867020012	0.00114359121557625	0.00118001842167906	0.00163115660122767	0.00133576909709647	0.00312517478089642	0.00245328792479235	0.000485857787379594	0.000855316606216852
"APMAP"	0.000288416575402526	0.000341785204114614	0.000238432476054975	0.000239503377390348	0.000208161133254375	0.000384533728607984	0.000349786190024038	0.000178143288568752	0.000214431477920546	0.000220593512260071	0.000239613455547568	0.000225483402578943	0.000517894449405692	0.000236251577942967	0.000152432835256343	0.000176969987493142
"ACSS1"	4.61550520644041e-05	4.46587047365903e-05	4.33142910580017e-05	4.90865117603173e-05	5.76734896177661e-05	4.33217386618883e-05	3.49876190024038e-05	6.75777991122852e-05	5.71890607788123e-05	6.05813902975525e-05	3.68720700842412e-05	2.39238457280698e-05	3.57261689245305e-05	2.42399054300479e-05	5.71685632211287e-05	0.000117983324995428
"ENTPD6"	1.50071419209313e-05	2.87127387592366e-05	2.63907750123459e-05	3.73081489378411e-05	3.09513846729477e-05	2.0609485461142e-05	4.4981224431662e-05	1.84375815760778e-05	3.93206042854335e-05	2.75424501352511e-05	2.76565525631809e-05	2.05075820526312e-05	1.78680844622652e-05	6.06747635751198e-06	9.53642720352144e-06	2.36046649990856e-05
"PYGB"	3.92332942547435e-05	2.28658845675403e-05	2.09155198211043e-05	2.5529786115365e-05	2.53256783687754e-05	2.90605564195593e-05	1.99972108585165e-05	2.15088451720907e-05	3.39600673374198e-05	2.81902724913747e-05	2.76565525631809e-05	2.73401094035083e-05	8.93904223113262e-06	2.42399054300479e-05	1.90628544070429e-05	1.77059987493142e-05
"ABHD12"	5.07695572708445e-05	5.90100741162086e-05	4.87895462492433e-05	6.08648745827934e-05	6.32991959219384e-05	6.02238805787228e-05	2.99908162877747e-05	4.91502175362074e-05	5.71890607788123e-05	4.34140978602783e-05	1.84410350421206e-05	6.49190098333322e-05	7.1442337849061e-05	9.08721453626797e-05	4.76421360176072e-05	4.71993299981712e-05
"GINS1"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"NINL"	1e-08	2.13612879698049e-06	2.00100188772422e-06	1e-08	1.41642657604308e-06	1.59457580470323e-06	1e-08	1e-08	8.94422824668942e-06	2.60128942449423e-06	1e-08	1.02587910263156e-05	1e-08	1e-08	1e-08	1e-08
"NANP"	4.62450520644041e-06	3.73072539471586e-06	2.49875235965527e-06	3.93612094082538e-06	5.6357063041723e-06	2.65095967450539e-06	1e-08	3.08126359601296e-06	7.15738259735154e-06	4.22084531480312e-06	1e-08	3.42626367543854e-06	1e-08	1.2124952715024e-05	1e-08	1e-08
"ZNF337"	4.62450520644041e-06	1.11721761841476e-05	8.96950849475898e-06	7.86224188165076e-06	1.26678391843877e-05	8.98926289331832e-06	1e-08	1e-08	1.6091610844041e-05	8.43169062960623e-06	9.22551752106029e-06	6.84252735087707e-06	8.93904223113262e-06	6.06747635751198e-06	3.81157088140858e-05	1.77059987493142e-05
"HM13"	0.000154595924415754	0.000137145307405242	0.000140873383556488	0.000186500744689206	0.000149091217060566	0.000128888832115863	0.000119933265151099	0.000122860543840519	0.000196563021427167	0.000156135187825777	0.000147458280336965	0.00018790450214912	0.000151803717929255	0.000169619338010335	0.000209591398477472	0.000188767319992685
"ID1"	5.07695572708445e-05	1.38298371803732e-05	8.91073344756587e-05	3.73081489378411e-05	0.000104085566627188	9.45563563472929e-05	6.99652380048076e-05	9.21479078803889e-05	4.82548325321229e-05	7.22421927077765e-05	8.29496576895427e-05	1.02587910263156e-05	6.25132956179284e-05	7.87571926476557e-05	4.76421360176072e-05	8.84899937465709e-05
"BCL2L1"	2.30825260322021e-05	5.79470097177184e-05	1.44447636860006e-05	3.53450884674284e-05	5.6357063041723e-06	1.79685257866366e-05	1.99972108585165e-05	1.84375815760778e-05	3.93206042854335e-05	2.0416404217892e-05	1.84410350421206e-05	2.05075820526312e-05	8.93904223113262e-06	3.63548581450719e-05	1.90628544070429e-05	5.30979962479426e-05
"TPX2"	4.62450520644041e-06	2.07397557705598e-05	1.50325141579316e-06	1.97306047041269e-06	1e-08	5.38191934901077e-07	1e-08	1e-08	3.58369129867577e-06	4.54475649286489e-06	1e-08	6.84252735087707e-06	1e-08	6.06747635751198e-06	1.90628544070429e-05	1e-08
"MYLK2"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"DUSP15"	1e-08	1.07306439849025e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TTLL9"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"PDRG1"	2.53897786354223e-05	2.33974167667854e-05	2.29065217088285e-05	2.35667256449523e-05	2.11063986406461e-05	1.84967177215377e-05	3.49876190024038e-05	3.08126359601296e-06	3.57469129867577e-05	1.52338253689036e-05	9.22551752106029e-06	2.39238457280698e-05	8.93904223113262e-06	6.06747635751198e-06	1.90628544070429e-05	1.18073324995428e-05
"HCK"	1.1636263016101e-06	5.41532199245123e-07	1e-08	1.97306047041269e-06	1e-08	1.06638386980215e-06	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TM9SF4"	4.15405468579637e-05	4.14695115411196e-05	3.83367863386912e-05	3.33820279970158e-05	5.20477833135938e-05	3.96243951175808e-05	5.99716325755493e-05	3.07226359601296e-05	6.43364433761638e-05	3.69358742990427e-05	9.22551752106029e-06	4.4421427780701e-05	1.78680844622652e-05	4.24123345025839e-05	3.81157088140858e-05	5.8996662497714e-05
"PLAGL2"	3.11579101434728e-05	1.64874981765988e-05	1.94222684053111e-05	3.14189675266031e-05	3.09513846729477e-05	2.37786370705485e-05	5.00680271462911e-06	9.22379078803889e-06	1.6091610844041e-05	2.72185389571894e-05	3.68720700842412e-05	1.70913183771927e-05	1.78680844622652e-05	1.81824290725359e-05	9.53642720352144e-06	3.54019974986284e-05
"POFUT1"	6.93175780966062e-06	1.32983049811281e-05	1.09605103824832e-05	1.97306047041269e-06	7.04213288021538e-06	1.26866064376259e-05	1.00036054292582e-05	6.15252719202592e-06	1.6091610844041e-05	1.00512465199151e-05	9.22551752106029e-06	1.36750547017541e-05	8.93904223113262e-06	2.42399054300479e-05	1.90628544070429e-05	5.9086662497714e-06
"KIF3B"	2.65434049370324e-05	2.39289489660305e-05	1.89245179333801e-05	3.53450884674284e-05	1.12614126083446e-05	1.58557580470323e-05	2.49940135731456e-05	1.84375815760778e-05	3.21732216880819e-05	2.07403153959538e-05	1e-08	1.70913183771927e-05	8.93904223113262e-06	1.2124952715024e-05	5.71685632211287e-05	2.36046649990856e-05
"ASXL1"	0.00011306537755779	5.79470097177184e-05	9.35870887230382e-05	0.000100126083991047	8.29891679865415e-05	8.24079418445681e-05	7.99588434340658e-05	6.75777991122852e-05	7.14838259735154e-05	7.90443274470739e-05	6.45186226474221e-05	7.85840645350863e-05	7.1442337849061e-05	7.87571926476557e-05	0.000161959262459865	8.25913274967995e-05
"NOL4L"	1.50071419209313e-05	1.64874981765988e-05	1.7929016989518e-05	2.74928465857777e-05	1.12614126083446e-05	1.16302225678237e-05	3.49876190024038e-05	2.76513723641167e-05	2.50258390907304e-05	1.58816477250271e-05	9.22551752106029e-06	3.42626367543854e-06	1.78680844622652e-05	1.81824290725359e-05	1e-08	5.9086662497714e-06
"COMMD7"	8.42247200175375e-05	0.000129172324416565	7.06905670142097e-05	7.85324188165076e-05	5.486063646568e-05	7.02595273418433e-05	7.99588434340658e-05	9.21479078803889e-05	0.000112581275908287	0.000105928955226201	0.000147458280336965	8.88328555614019e-05	7.1442337849061e-05	9.08721453626797e-05	5.71685632211287e-05	0.000106185992495885
"DNMT3B"	1e-08	1.07306439849025e-06	1e-08	1.97306047041269e-06	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	9.22551752106029e-06	1e-08	1e-08	1e-08	9.53642720352144e-06	1e-08
"MAPRE1"	0.000155749550717364	0.000155748934378821	0.000180693421310973	0.000206131349393333	0.000168781189125169	0.00016163673207973	0.000144917278724244	0.000144359389012609	9.47128194149079e-05	0.000167148167879878	0.000156673797858025	0.000181071974798242	0.000196448929084918	0.000133274479865264	0.000190538544070429	0.000165172654993599
"EFCAB8"	1.1636263016101e-06	5.41532199245123e-07	1e-08	1.97306047041269e-06	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CDK5RAP1"	4.15405468579637e-05	3.34965285524427e-05	5.27715500246918e-05	8.44216002277457e-05	3.79835175531631e-05	4.64908902712948e-05	1.50004081438873e-05	4.91502175362074e-05	6.07627520774881e-05	5.66944561608112e-05	4.60875876053015e-05	5.1253955131578e-05	5.35842533867957e-05	4.24123345025839e-05	9.53642720352144e-06	4.71993299981712e-05
